,0
Ashanti:Foolish,"See, my days are cold without you But I'm hurtin' while I'm with you And though my heart can't take no more I keep on running back to you  See, my days are cold without you But I'm hurtin' while I'm with you And though my heart can't take no more I keep on running back to you  Baby, I don't know why you're treating me so bad (Treat me so bad) You said you love me, no one above me And I was all you had (All you had) And though my heart is beatin' for ya I can't stop crying I don't know how I allow you to treat me this way And still I stay  See, my days are cold without you But I'm hurtin' while I'm with you And though my heart can't take no more I keep on running back to you  See, my days are cold without you But I'm hurtin' while I'm with you And though my heart can't take no more I keep on running back to you  Baby, I don't know why you're wanna do me wrong (Do me wrong) See, when I'm home, I'm all alone And you are always gone (Always gone) And boy, you know I really love you I can't deny I can't see how you could bring me to so many tears After all these years  See, my days are cold without you But I'm hurtin' while I'm with you And though my heart can't take no more I keep on running back to you  See, my days are cold without you But I'm hurtin' while I'm with you And though my heart can't take no more I keep on running back to you  (Ohh) I trusted you, I trusted you So sad, so sad what love will make you do All the things that we accept Be the things that we regret To all of my ladies (Ladies) Feel me, come on, sing with me  See, when I get the strength to leave You always tell me that you need me And I'm weak 'cause I believe you And I'm mad because I love you So I stop and think that maybe You can learn to 'preciate me Then it all remains the same that You ain't never gonna change (Never gonna change, never gonna change)  See, my days are cold without you But I'm hurtin' while I'm with you And though my heart can't take no more I keep on running back to you  See, my days are cold without you But I'm hurtin' while I'm with you And though my heart can't take no more I keep on running back to you  Baby, why you hurt me? Leave me and desert me Boy, I gave you all my heart And all you did was tear it up Lookin' out my window Knowing that I should go Even when I pack my bags There's somethin' always hold me back"
50 Cent:In Da Club,"Go, go, go, go, go, go Go, shorty It's your birthday We gon' party like it's your birthday We gon' sip Bacardi like it's your birthday And you know we don't give a fuck it's not your birthday  You find me in da club, bottle full of bub Look, mami, I got the X, if you into takin' drugs I'm into havin' sex, I ain't into makin' love So come give me a hug, if you into getting rubbed  You find me in da club, bottle full of bub Look, mami, I got the X, if you into takin' drugs I'm into havin' sex, I ain't into makin' love So come give me a hug, if you into getting rubbed  When I pull out up front, you see the Benz on dubs When I roll 20 deep, it's 20 knives in the club Niggas heard I fuck with Dre, now they wanna show me love When you sell like Eminem, and the hoes they wanna fuck  But, homie, ain't nothing change hoes down, G's up I see Xzibit in the Cut, that nigga roll that weed up If you watch how I move, you'll mistake me for a playa or pimp Been hit wit' a few shells, but I don't walk wit' a limp (I'm 'aight)  In the hood, in L.A., they saying ""50 you hot"" They like me, I want them to love me like they love 'Pac But holla, in New York them niggas'll tell ya I'm loco And the plan is to put the rap game in a chokehold  I'm full of focused man, my money on my mind I got a mill' out the deal and I'm still in the grind Now shorty said she feeling my style, she feeling my flow Her girlfriend wanna get bi and they ready to go (okay)  You find me in da club, bottle full of bub Look, mami, I got the X, if you into takin' drugs I'm into havin' sex, I ain't into makin' love So come give me a hug, if you into getting rubbed  You find me in da club, bottle full of bub Look, mami, I got the X, if you into takin' drugs I'm into havin' sex I, ain't into makin' love So come give me a hug, if you into getting rubbed (rubbed)  My flow, my show brought me the dough That bought me all my fancy things My crib, my cars, my clothes, my jewels Look, nigga, I done came up and I ain't changed  And you should love it, way more then you hate it Nigga, you mad? I thought that you'd be happy I made it I'm that cat by the bar toasting to the good life You that faggot ass nigga trying to pull me back right?  When my jaws get to bumpin' in da club it's on I wink my eye at your bitch, if she smiles she gone If the roof on fire, let the motherfucker burn If you talking 'bout money, homie, I ain't concerned  I'm-a tell you what Banks told me 'cause go 'head switch the style up If the niggas hate then let 'em hate and watch the money pile up Or we go upside they head wit' a bottle of bub They know where we fuckin' be  You find me in da club, bottle full of bub Look, mami, I got the X, if you into takin' drugs I'm into havin' sex, I ain't into makin' love So come give me a hug, if you into getting rubbed  You find me in da club, bottle full of bub Look, mami, I got the X, if you into takin' drugs I'm into havin' sex, I ain't into makin' love So come give me a hug, if you into getting rubbed  Don't try to act like you ain't know where we been either, nigga In the club all the time, nigga, it's about to pop off, nigga G-Unit"
Alicia Keys:If I Ain't Got You,"Some people live for the fortune Some people live just for the fame Some people live for the power, yeah Some people live just to play the game  Some people think that the physical things Define what's within And I've been there before but that life's a bore So full of the superficial  Some people want it all But I don't want nothing at all If it ain't you, baby If I ain't got you, baby  Some people want diamond rings Some just want everything But everything means nothing If I ain't got you, yeah  Some people search for a fountain That promises forever young Some people need three dozen roses And that's the only way to prove you love him  Hand me the world on a silver platter And what good would it be? With no one to share With no one who truly cares for me  Some people want it all But I don't want nothing at all If it ain't you, baby If I ain't got you, baby  Some people want diamond rings Some just want everything But everything means nothing If I ain't got you, you, you  Some people want it all But I don't want nothing at all If it ain't you, baby If I ain't got you, baby  Some people want diamond rings Some just want everything But everything means nothing If I ain't got you, yeah  If I ain't got you with me, baby Said nothing in this whole wide world don't mean a thing If I ain't got you with me, baby"
Mario:Let Me Love You,"Baby I just don't get it Do you enjoy being hurt? I know you smelled the perfume The make-up on his shirt  You don't believe his stories You know that they're all lies Bad as you are you stick around And I just don't know why  If I was yo man, baby you Never worry 'bout, what I do I'll be coming home, back to you Every night doin' you right  You're the type of woman, deserves good thangs Fist full of diamonds, handful of rings Baby you're a star I just want to show you you are  You should let me love you  Let me be the one to Give you everything you want and need Baby, good love and protection  Make me your selection  Show you the way love's supposed to be  Baby, you should let me love you, love you, love you Love you, yeah Listen  Your true beauty's description Looks so good that it hurts  You're a dime plus ninety-nine And it's a shame, don't even know what you're worth   Everywhere you go they stop and stare  'Cause you're bad and it shows From your head to your toes Out of control baby you know   If I was yo man (baby you) Never worry bout (what I do) I'll be coming home (back to you) Every night doin' you right  If I was yo man, baby you Never worry 'bout, what I do I'll be coming home, back to you Every night doin' you right  You're the type of woman, deserves good thangs Fist full of diamonds, handful of rings Baby you're a star I just want to show you you are  You should let me love you  Let me be the one to Give you everything you want and need Baby good love and protection  Make me your selection  Show you the way love's supposed to be   Baby you should let me  You deserve better girl, you know you deserve better We should be together girl, baby With me and you it's whatever girl, hey So can we make this thing ours?  You should let me love you Let me be the one to Give you everything you want and need Good love and protection Make me your selection Show you the way love's supposed to be  Baby, you should let me love you Let me be the one to Give you everything you want and need That good love and protection Make me your selection Show you the way love's supposed to be, hey  You should let me love you Let me be the one to Give you everything you want and need Good love and protection Make me your selection Show you the way love's supposed to be  Let me love you That's all you need, baby"
Mary J. Blige:Be Without You,"I wanna be with you, gotta be with you, need to be with you I wanna be with you, gotta be with you, need to be with you  Chemistry was crazy from the get-go Neither one of us knew why We didn't build nothing overnight 'Cause a love like this takes some time  People swore it off as a phase Said we can't see that Now from top to bottom They see that we did that (yes)  It's so true that (yes) We've been through it (yes) We got real shit (yes) See baby we been...  Too strong for too long (and I can't be without you baby) And I'll be waiting up until you get home ('cause I can't sleep without you baby) Anybody who's ever loved, ya know just what I feel Too hard to fake it, nothing can replace it Call the radio if you just can't be without your baby  I got a question for ya See I already know the answer But still I wanna ask you Would you lie? (no)  Make me cry? (no) Do somethin' behind my back and then try to cover it up? Well, neither would I, baby My love is only your love (yes)  I'll be faithful (yes) I'm for real (yes) And with us you'll always know the deal We've been...  Too strong for too long (and I can't be without you baby) And I'll be waiting up until you get home ('cause I can't sleep without you baby) Anybody who's ever loved, ya know just what I feel Too hard to fake it, nothing can replace it Call the radio if you just can't be without your baby  See this is real talk I'm always stay (no matter what) Good or bad (thick and thin) Right or wrong (all day, every day)  Now if you're down on love or don't believe This ain't for you (no, this ain't for you) And if you got it deep in your heart And deep down you know that it's true (come on, come on, come on) Well, let me see you put your hands up (hands up)  Fellas tell your lady she's the one (fellas tell your lady she's the one, oh) Put your hands up (hands up) Ladies let him know he's got your love Look him right in his eyes and tell him We've been...  Too strong for too long (and I can't be without you baby) And I'll be waiting up until you get home ('cause I can't sleep without you baby) Anybody who's ever loved, ya know just what I feel Too hard to fake it, nothing can replace it Call the radio if you just can't be without your baby  I wanna be with you, gotta be with you, need to be with you I wanna be with you, gotta be with you, need to be with you I wanna be with you, gotta be with you, need to be with you I wanna be with you, gotta be with you, need to be with you I wanna be with you, gotta be with you, need to be with you"
Robin Thicke:Lost Without U,"I'm lost without you Can't help myself How does it feel To know that I love you baby  Tell me how you love me more And how you think I'm sexy baby That you don't want nobody else You don't want this guy, you don't want that guy, you wanna Touch yourself when you see me Tell me how you love my body And how I make you feel, baby You wanna roll with me, you wanna hold with me You wanna stay warm and get out of the cold with me I just love to hear you say it It makes a man feel good, baby Tell me you depend on me I need to hear it  I'm lost without you Can't help myself How does it feel To know that I love you baby  Baby you're the perfect shape Baby you're the perfect weight Treat me like my birthday I want it this way, I want it that way I want it Tell me you don't want me to stop Tell me it would break your heart That you love me and all my dirty You wanna roll with me, you wanna hold with me You wanna make fires and get Norwegian wood with me I just love to hear you say it It makes a man feel good, baby  I'm lost without you Can't help myself How does it feel To know that I love you baby  'Cause you may tell me every morning Oh, all right baby Oh yeah Oh baby Oh right right  I'm lost without you Can't help myself How does it feel To know that I love you baby"
Alicia Keys:Like You'll Never See Me Again,"If I had no more time No more time left to be here Would you cherish what we had? Was I everything that you were looking for?  If I couldn't feel your touch And no longer were you with me I'd be wishing you were here To be everything that I've been looking for  I don't want to forget the present is a gift And I don't want to take for granted The time you may have here with me 'Cause Lord only knows another day here's not really guaranteed  So every time you hold me Hold me like this is the last time Every time you kiss me Kiss me like you'll never see me again  Every time you touch me Touch me like this is the last time Promise that you'll love me Love me like you'll never see me again Oh oh oh  How many really know what love is? Millions never will Do you know until you lose it? That it's everything that we are looking for  When I wake up in the morning And you're beside me I'm so thankful that I found Everything that I've been looking for  I don't wanna forget the present is a gift And I don't wanna take for granted The time you may have here with me 'Cause Lord only knows another day here's not really guaranteed  So every time you hold me Hold me like this is the last time Every time you kiss me Kiss me like you'll never see me again Can you do that for me baby?  Every time you touch me See we don't really know Touch me like this is the last time See everyday we never know  Promise that you'll love me I want you to promise me Love me like you'll never see me again Like you'll never see me again  Oh oh oh, oh oh oh Oh oh oh, oh oh oh Oh oh oh, oh oh oh Oh oh oh, oh oh oh"
Alicia Keys:UnThinkable (I'm Ready),"Moment of honesty Someone's gotta take the lead tonight Whose it gonna be? I'm gonna sit right here and tell you while it comes to me If you have something to say You should say it right now (You should say it right now)  You give me a feeling that I never felt before And I deserve it, I know I deserve it Its become something that's impossible to ignore And I can't take it I was wondering maybe Could I make you my baby If we do the unthinkable will it make us look crazy If you ask me I'm ready (I'm ready) If you ask me I'm ready (I'm ready)  I know you said to me This is exactly how it should feel when its meant to be Time is only wasting so why wait for eventually If we gonna do something about it We should do it right now (We should do it right now)  You give me a feeling that I never felt before And I deserve it, I know I deserve it Its become something that's impossible to ignore It's what we make it  I was wondering maybe Could I make you my baby If we do the unthinkable Will it make us look crazy Or would it be so beautiful Either way I'm sayin' If you ask me I'm ready (I'm ready) If you ask me I'm ready (I'm ready)  Sayin' I give up before we try Feel the lows before the highs Clip our wings before we fly away (fly away) I can't say I can't compare I'm suspended it the air Won't you come be in the sky with me  I was wondering maybe Could I make you my baby If we do the unthinkable Will it make us look crazy Or would it be so beautiful Either way I'm sayin' If you ask me I'm ready (I'm ready) If you ask me I'm ready (I'm ready) If you ask me I'm ready (I'm ready) If you ask me I'm ready (I'm ready)"
Miguel:Sure Thing,"Love you like a brother, Treat you like a friend, Respect you like a lover... Ooh-oh, oh-oh, oh-oh...  (You could bet that, never gotta sweat that...) Oh-oh, oh-oh... (You could bet that, never gotta sweat that...) Yeah-yeah, yeah... (You could bet that, never gotta sweat that...) (You could bet that, never gotta sweat that...)  If you be the cash, I'll be the rubberband; You be the match, I will be your fuse - boom... Painter, baby, you could be the muse; I'm the reporter, baby, you could be the news...  'Cause you're the cigarette, and I'm the smoker; We raise the bet, 'cause you're the joker... Chipped off, you are the chalk, And I could be the blackboard, you can be the talk... And I can be the walk, yeah...  Even when the sky comes fallin', even when the sun don't shine, I got faith in you and I, so put your pretty little hand in mine... Even when we're down to the wire, babe, even when it's do or die, We can do it, baby, simple and plain, 'cause this love is a sure thing...  (You could bet that, never gotta sweat that...) Yeah, yeah... (You could bet that, never gotta sweat that...) (You could bet that, never gotta sweat that...) (You could bet that, never gotta sweat that...)  You could be the lover, I'll be the fighter, baby; If I'm the blunt (ah), you could be the lighter, babe - fire it up... Writer, baby, you could be the quote; (Ah...) If I'm the lyric, baby, you could be the note (ah), record that...  Saint, I'm a sinner (ah), prize, I'm a winner (ah), And it's you, what did I do to deserve that? Paper, baby, I'll be the pen; Say I am the one, 'cause you are a ten... It's real and not pretend...  Even when the sky comes fallin' (Yeah, yeah, yeah, yeah...), even when the sun don't shine, I got faith in you and I, so put your pretty little hand in mine... Even when we're down to the wire, baby, even when it's do or die, (You could bet that, never gotta sweat that... you could bet that, never gotta sweat that...) We can do it, baby, simple and plain, 'cause this love is a sure thing... (You could bet that, never gotta sweat that... you could bet that, never gotta sweat that...)  And rock with me, babe... Let me hold you in my arms, talk with me, babe, yeah... And rock with me, baby... Let me hold you in my arms, talk with me, babe, yeah...  This love between you and I is simple as pie, baby; (It's such a sure thing, it's such a sure thing,) Oh, it's such a sure thing... (It's such a sure thing, it's such a sure thing...) Yeah, yeah...  Even when the sky comes fallin', even when the sun don't shine, (You could bet that, never gotta sweat that... you could bet that, never gotta sweat that...) I got faith in you and I, so put your pretty little hand in mine... (You could bet that, never gotta sweat that... you could bet that, never gotta sweat that...) Even when we're down to the wire, babe, even when it's do or die, (You could bet that, never gotta sweat that... you could bet that, never gotta sweat that...) We can do it, baby, simple and plain, 'cause this love is a sure thing... (You could bet that, never gotta sweat that... you could bet that, never gotta sweat that...)  Love you like a brother, (You could bet that, never gotta sweat that...) Treat you like a friend... (You could bet that, never gotta sweat that...) Respect you like a lover; (You could bet that, never gotta sweat that...) Ooh-oh, oh-oh, oh-oh... (You could bet that, never gotta sweat that...)"
Beyonce:Love on Top,"Ba-ba-ba-da, ba-ba-ba-da, ba-ba-ba-da, ba-ba-ba-da, Ba-ba-ba-da, ba-ba-ba... ba-ba-ba... Bring the beat in! Honey, honey, I can see the stars all the way from here; Can't you see the glow on the windowpane? I can feel the sun whenever you're near; Every time you touch me, I just melt away... Now everybody asks me why I'm smiling out from ear to ear (People say ""Love hurts,"") but I know (it's gonna take a little work...) Whoa-oh! Nothing's perfect, but it's worth it after fightin' through my tears, And finally, you put me first! Baby, it's you! You're the one I love (one I love), you're the one I need! (I need...) You're the only one I see! Come on, baby, it's you! (It's you...) You're the one that gives your all! You're the one I can always call! (Always call...) When I need you, make everything stop - Finally, you put my love on top! Ooh! Come on, baby! You put my love on top, top, top, top, top... You put my love on top! Ooh-ooh! Come on, baby! You put my love on top, top, top, top, top, put my love on top, my love on top... Baby, baby, I can hear the wind whipping past my face, As we dance the night away... And boy, your lips taste like a night of champagne,  As I kiss you again, and again, and again, and again... Now everybody asks me why I'm smiling out from ear to ear; (People say ""Love hurts,"") but I know (that's it's gonna take a little work...) Oh-whoa, oh... Nothin's perfect, but it's worth it after fightin' through my tears, And finally, you put me first! Baby, it's you! You're the one I love (one I love), you're the one I need! (I need...) You're the only one I see! Come on, baby, it's you! (It's you...) You're the one that gives your all! You're the one I can always call! (Always call...) When I need you, make everything stop - Finally, you put my love on top! Ooh! Baby! You put my love on top, top, top, top, top... You put my love on top! Ooh-ooh! Come on, baby! You put my love on top, top, top, top, top, put my love on top, my love on top... Baby, it's you! You're the one I love (one I love), you're the one I need! (I need...) You're the only thing I see! Come on, baby, it's you! (It's you...)  You're the one that gives your all! You're the one that always calls! (Always call...) When I need you, baby, everything stops - Finally, you put my love on top! Baby! You're the one that I love! Baby, you're all I need! You're the only one I see! Come on, baby, it's you! You're the one that gives your all! You're the one I always call! (Calls...) When I need you, everything stops - Finally, (you put my) love on top! Baby, 'cause you're the one that I love! Baby, you're the one that I need! You're the only man I see... Oh, baby, baby, it's you! You're the one that gives your all! You're the one that always calls... (Calls...) When I need you, everything stops - Finally, you put my love on top! Baby, 'cause you're the one that I love! (Love!) Baby, you're the one that I need! (Need!) You're the only one I see... (See...) Oh, baby, baby, it's you! You're the one that gives your all! You're the one that always calls! (Call...) When I need you, everything stops - Finally, you put my love on top!"
Macklemore and Ryan Lewis featuring Wanz:Thrift Shop,"Hey, Macklemore, can we go thrift shopping?  What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What? What?  Ow, ow, ow  I'm gonna pop some tags Only got twenty dollars in my pocket I'm, I'm, I'm hunting, looking for a come up This is fucking awesome  Now, walk into the club like ""What up? I got a big cock!"" Nah, I'm just pumped, bought some shit from a thrift shop (Ho!) Ice on the fringe is so damn frosty The people like ""Damn, that's a cold-ass honky!""  Rolling in hella deep, headed to the mezzanine Dressed in all pink except my gator shoes, those are green (Ho!) Draped in a leopard mink, girl standing next to me Probably shoulda washed this, smells like R. Kelly's sheets (Piss) But shit, it was ninety-nine cents!  Bag it, copping it, washing it, 'bout to go and get some compliments Passing up on those moccasins someone else been has walking in Bummy and grudgy, fucking it, I am stunting and flossing and Saving my money and I'm hella happy, that's a bargain, bitch  Imma take your grandpa's style Imma take your grandpa's style No for real, ask your grandpa Can I have his hand-me-downs? (Thank you!)  Velour jumpsuit and some house slippers Dookie brown leather jacket that I found, dig it They had a broken keyboard, I bought a broken keyboard I bought a skeet blanket, then I bought a knee board (Ho!)  Hello, hello, my ace man, my Mello John Wayne ain't got nothing on my fringe game, hell no I could take some Pro Wings, make them cool, sell those The sneaker heads would be like ""Ah, he got the Velcros!"" (Ho!)  I'm gonna pop some tags Only got twenty dollars in my pocket (Ho!) I'm, I'm, I'm hunting, looking for a come up This is fucking awesome  Ow, ow I'm gonna pop some tags Only got twenty dollars in my pocket (Ho!) I'm, I'm, I'm hunting, looking for a come up This is fucking awesome  What you know about rocking a wolf on your noggin? What you knowing about wearing a fur fox skin? (Ho!) I'm digging, I'm digging, I'm searching right through that luggage One man's trash, that's another man's come up (Ho!)  Thank your granddad for donating that plaid button- Up shirt, 'cause right now, I'm up in here stuntin' I'm at the Goodwill, you can find me in the (Uptons) I'm that, I'm that sucker searching in this section (Uptons)  Your grammy, your aunty, your momma, your mammy I'll take those flannel zebra jammies, secondhand and rock that motherfucker The built-in onesie with the socks on that motherfucker I hit the party and they stop in that motherfucker (Ho!)  They be like ""Oh that Gucci, that's hella tight!"" I'm like ""Yo, that's fifty dollars for a t-shirt!"" Limited edition, let's do some simple addition Fifty dollars for a t-shirt, that's just some ignorant bitch shit I call that getting swindled and pimped, shit I call that getting tricked by a business (Ho!) That shirt's hella dough And having the same one as six other people in this club is a hella don't (Ho!) Peep game, come take a look through my telescope Trying to get girls from a brand, man, you hella won't (Ho!) Man, you hella won't  Ho!  (Goodwill... poppin' tags... yeah)  Ow, ow  I'm gonna pop some tags Only got twenty dollars in my pocket (Ho!) I'm, I'm, I'm hunting, looking for a come up This is fucking awesome (Ho!)  I'll wear your granddad's clothes I look incredible I'm in this big ass coat  From that thrift shop down the road  I wear your granddad's clothes (damn right) I look incredible (Now, c'mon, man) I'm in this big ass coat (big ass coat) From that thrift shop down the road (let's go)  I'm gonna pop some tags Only got twenty dollars in my pocket (Ho!) I'm, I'm, I'm hunting, looking for a come up This is fucking awesome (Ho!)  Ha, ha, ha Is that your grandma's coat?"
Pharrell Williams:Happy,"It might seem crazy what I'm 'bout to say Sunshine she's here, you can take a break I'm a hot air balloon that could go to space With the air, like I don't care baby by the way  Huh (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you (Because I'm happy) Clap along if you feel like that's what you wanna do  Here come bad news talkin' this and that (Yeah) Well, give me all you got and don't hold it back (Yeah) Well, I should probably warn you I'll be just fine (Yeah) No offense to you, don't waste your time Here's why  (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you (Because I'm happy) Clap along if you feel like that's what you wanna do (Hey, come on)  (Uh) (Happy) Bring me down, can't nothin' (Happy) Bring me down, the love is too high (Uh, say what? Huh) (Happy) To bring me down, can't nothin' (Huh) (Happy) Bring me down, I said (Let me tell you now)  (Happy, happy, happy, happy) Bring me down, can't nothin' (Happy, happy, happy, happy) Bring me down, the love is too high (Happy, happy, happy, happy) To bring me down, can't nothin' (Happy, happy) Bring me down, I said  (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you (Because I'm happy) Clap along if you feel like that's what you wanna do  (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you (Because I'm happy) Clap along if you feel like that's what you wanna do, yeah (Hey, come on)  (Uh) (Happy, happy, happy, happy) Bring me down, can't nothin' (Happy, happy, happy, happy) Bring me down, the love is too high (Happy, happy, happy, happy) To bring me down, can't nothin' (Happy, happy) Bring me down, I said  (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you, ay ay ay (Because I'm happy) Clap along if you feel like that's what you want to do  (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you, hey, hey (Because I'm happy) Clap along if you feel like that's what you wanna do Huh, come on"
Drake featuring Wizkid and Kyla:One Dance,"Kyla Baby, I like your style! Drake Grips on your waist Front way, back way You know that I don't play Streets not safe But I never run away Even when I'm away  Oti, oti There's never much love when we go OT I pray to make it back in one piece I pray, I pray  That's why I need a one dance Got a Hennessy in my hand One more time 'fore I go Higher powers taking a hold on me  I need a one dance Got a Hennessy in my hand One more time 'fore I go Higher powers taking a hold on me  Kyla Baby, I like your style! Drake Strength and guidance All that I'm wishing for my friends Nobody makes it from my ends I had to bust up the silence  You know you gotta stick by me Soon as you see the text, reply me I don't wanna spend time fighting We've got no time  And that's why I need a one dance Got a Hennessy in my hand One more time 'fore I go Higher powers taking a hold on me  I need a one dance Got a Hennessy in my hand One more time 'fore I go Higher powers taking a hold on me  Wizkid Got a pretty girl and she love me long time Wine it, wine it, very long time Oh yeah, very long time Back up, back up, back up and wine it Back up, back up and wine it, girl Back up, back up, back up and wine it Oh yeah, very long time Back, up, back up and wine it, girl Kyla Tell me I need to know, where do you wanna go? 'Cause if you're down, I'll take it slow Make you lose control  Kyla (Wizkid) Where, where, where Where, where, where, where  Oh yeah, very long time Where, where, where Back, up, back up and wine it, girl Where, where, where, where  'Cause if you're down Back up, back up and 'Cause if you're down Back up, back up and 'Cause if you're down Back up, back up and Drake I need a one dance Got a Hennessy in my hand One more time 'fore I go Higher powers taking a hold on me  I need a one dance Got a Hennessy in my hand One more time 'fore I go Higher powers taking a hold on me"
Bruno Mars:That's What I Like,"I got a condo in Manhattan Baby girl, what's hatnin'? You and your ass invited So gon' and get to clappin'  So pop it for a pimp Pop, pop it for me Turn around and drop it for a pimp Drop, drop it for me  I'll rent a beach house in Miami Wake up with no jammies Lobster tail for dinner Julio serve that scampi  You got it if you want it Got, got it if you want it Said you got it if you want it Take my wallet if you want it now  Jump in the Cadillac, girl, let's put some miles on it Anything you want, just to put a smile on it You deserve it baby, you deserve it all And I'm gonna give it to you  Gold jewelry shining so bright Strawberry champagne on ice Lucky for you, that's what I like, that's what I like Lucky for you, that's what I like, that's what I like  Sex by the fire at night Silk sheets and diamonds all white Lucky for you, that's what I like, that's what I like Lucky for you, that's what I like, that's what I like  I'm talkin' trips to Puerto Rico Say the word and we go You can be my freaka Girl, I'll be on fleek, ah, mamacita I will never make a promise that I can't keep I promise that you'll smile and gon' never leave  Shopping sprees in Paris Everything 24 carats Take a look in that mirror Now tell me who's the fairest Is it you? (is it you?) Is it me? (is it me?) Say it's us (say it's us) and I'll agree, baby  Jump in the Cadillac, girl, let's put some miles on it Anything you want, just to put a smile on it You deserve it baby, you deserve it all And I'm gonna give it to you  Gold jewelry shining so bright Strawberry champagne on ice Lucky for you, that's what I like, that's what I like Lucky for you, that's what I like, that's what I like  Sex by the fire at night Silk sheets and diamonds all white Lucky for you, that's what I like, that's what I like Lucky for you, that's what I like, that's what I like  If you say you want a good time Well here I am baby, here I am baby Talk to me, talk to me, talk to me Tell me what's on your mind  If you want it, girl come and get it All this is here for you Tell me baby, tell me, tell me baby What you tryna do  Gold jewelry shining so bright Strawberry champagne on ice Lucky for you, that's what I like, that's what I like Lucky for you, that's what I like, that's what I like  Sex by the fire at night Silk sheets and diamonds all white Lucky for you, that's what I like, that's what I like Lucky for you, that's what I like, that's what I like"
